PIA1.93
09 Mar 2020	17:44
PIEZO TYPE	PI 15 um
COMMENTS	
SCAN TYPE	Z scan at fixed X	X scan at fixed Z	Z scan at fixed X	Z scan at fixed X	Z scan at fixed X	X scan at fixed Z	Z scan at fixed X
VERTICAL WAVEFORM	custom
LATERAL WAVEFORM	custom
SCAN STEPS	Down	Front	Down	Pause	Up	Back	Down
SCAN SPEED [nm/sec]	125000	125000	125000	0	125000	250000	250000
PAUSE [sec]	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CHANNELS	vertical deflection, lateral deflection
NUMBER OF FORCE CURVES	1
POINTS PER CURVE	3584
SCAN RATE [Hz]	0.833328	1.249988	12.498750	1.000000	0.480769	2.499975	2.500000
TRIGGER TYPE	no trigger
CANTILEVER NAME	
CANTILEVER TYPE	0
RESONANT FREQUENCY	0.000000
VERTICAL SPRING CONSTANT [N/m]	0.000000
VERTICAL CALIBRATION COEFFICIENT [µN/V]	1.000000
OPTIC SENSOR FORCE-VOLTAGE RELATION [µN]	0+(-3.464847548173025E+3*x^0)+(4.166399346689978E+3*x^1)+(-4.272509255274562E+3*x^2)+(3.126702697620634E+3*x^3)+(-1.353651158969758E+3*x^4)+(3.443961871035622E+2*x^5)+(-4.749887193466130E+1*x^6)+(2.766192854606011E+0*x^7)
FRAME RATE [Hz]	29.999985
NUMBER OF FRAMES	36	23	2	29	62	12	12
PIEZO Z [nm]	PIEZO X [nm]	Time [s]	VERTICAL DEF	LATERAL DEF	AUX DEF
16.86096573	223144.14062500	5.63990688	2.71900177	-0.07568359	0.00000000
16.86096573	222948.82812500	5.64068890	2.66689301	-0.07369995	0.00000000
16.86096573	222753.51562500	5.64147043	2.62001038	-0.07946014	0.00000000
16.86096573	222558.20312500	5.64225245	2.57263184	-0.09872437	0.00000000
16.86096573	222362.89062500	5.64303398	2.53471375	-0.08312225	0.00000000
16.86096573	222167.57812500	5.64381599	2.49988556	-0.07400513	0.00000000
16.86096573	221972.25000000	5.64459753	2.46810913	-0.07286072	0.00000000
16.86096573	221776.93750000	5.64537954	2.44373322	-0.07965088	0.00000000
16.86096573	221581.62500000	5.64616156	2.42465973	-0.07610321	0.00000000
16.86096573	221386.31250000	5.64694309	2.41207123	-0.08102417	0.00000000
16.86096573	221191.00000000	5.64772511	2.40520477	-0.08186340	0.00000000
16.86096573	220995.68750000	5.64850664	2.40531921	-0.07274628	0.00000000
16.86096573	220800.37500000	5.64928865	2.41096497	-0.07495880	0.00000000
16.86096573	220605.06250000	5.65007019	2.42324829	-0.07579803	0.00000000
16.86096573	220409.75000000	5.65085220	2.44213104	-0.07751465	0.00000000
16.86096573	220214.42187500	5.65163374	2.46536255	-0.08583069	0.00000000
16.86096573	220019.10937500	5.65241575	2.49725342	-0.09490967	0.00000000
16.86096573	219823.79687500	5.65319729	2.53379822	-0.07808685	0.00000000
16.86096573	219628.48437500	5.65397930	2.57549286	-0.07926941	0.00000000
16.86096573	219433.17187500	5.65476084	2.62138367	-0.07961273	0.00000000
16.86096573	219237.85937500	5.65554285	2.66971588	-0.07995605	0.00000000
16.86096573	219042.54687500	5.65632439	2.72140503	-0.07564545	0.00000000
16.86096573	218847.21875000	5.65710640	2.77534485	-0.07144928	0.00000000
16.86096573	218651.90625000	5.65788841	2.83039093	-0.07083893	0.00000000
16.86096573	218456.59375000	5.65866995	2.88684845	-0.07915497	0.00000000
16.86096573	218261.28125000	5.65945196	2.94322968	-0.07812500	0.00000000
16.86096573	218065.96875000	5.66023350	2.99907684	-0.07472992	0.00000000
16.86096573	217870.65625000	5.66101551	3.05427551	-0.07282257	0.00000000
16.86096573	217675.34375000	5.66179705	3.10825348	-0.08468628	0.00000000
16.86096573	217480.03125000	5.66257906	3.16108704	-0.09433746	0.00000000
16.86096573	217284.71875000	5.66336060	3.21132660	-0.07328033	0.00000000
16.86096573	217089.39062500	5.66414261	3.25786591	-0.07003784	0.00000000
16.86096573	216894.07812500	5.66492414	3.30009460	-0.07175446	0.00000000
16.86096573	216698.76562500	5.66570616	3.33885193	-0.07442474	0.00000000
16.86096573	216503.45312500	5.66648769	3.37760925	-0.07259369	0.00000000
16.86096573	216308.14062500	5.66726971	3.40843201	-0.07698059	0.00000000
16.86096573	216112.82812500	5.66805172	3.43681335	-0.07247925	0.00000000
16.86096573	215917.51562500	5.66883326	3.45985413	-0.06763458	0.00000000
16.86096573	215722.18750000	5.66961527	3.47900391	-0.06843567	0.00000000
16.86096573	215526.87500000	5.67039680	3.49376678	-0.07118225	0.00000000
16.86096573	215331.56250000	5.67117882	3.50456238	-0.07301331	0.00000000
16.86096573	215136.25000000	5.67196035	3.51150513	-0.09769440	0.00000000
16.86096573	214940.93750000	5.67274237	3.51428986	-0.08220673	0.00000000
16.86096573	214745.62500000	5.67352390	3.51188660	-0.07186890	0.00000000
16.86096573	214550.31250000	5.67430592	3.50551605	-0.07465363	0.00000000
16.86096573	214355.00000000	5.67508745	3.49452972	-0.07591248	0.00000000
16.86096573	214159.68750000	5.67586946	3.47946167	-0.07759094	0.00000000
16.86096573	213964.35937500	5.67665100	3.45958710	-0.07083893	0.00000000
16.86096573	213769.04687500	5.67743301	3.43486786	-0.06839752	0.00000000
16.86096573	213573.73437500	5.67821455	3.40637207	-0.07213593	0.00000000
16.86096573	213378.42187500	5.67899656	3.37318420	-0.07572174	0.00000000
16.86096573	213183.10937500	5.67977858	3.33610535	-0.07335663	0.00000000
16.86096573	212987.79687500	5.68056011	3.29582214	-0.07141113	0.00000000
16.86096573	212792.48437500	5.68134212	3.25191498	-0.07335663	0.00000000
16.86096573	212597.15625000	5.68212366	3.20590973	-0.10635376	0.00000000
16.86096573	212401.84375000	5.68290567	3.15639496	-0.08186340	0.00000000
16.86096573	212206.53125000	5.68368721	3.10432434	-0.07091522	0.00000000
16.86096573	212011.21875000	5.68446922	3.05343628	-0.06988525	0.00000000
16.86096573	211815.90625000	5.68525076	2.99571991	-0.07633209	0.00000000
16.86096573	211620.59375000	5.68603277	2.93895721	-0.07415771	0.00000000
16.86096573	211425.28125000	5.68681431	2.88200378	-0.07743835	0.00000000
16.86096573	211229.96875000	5.68759632	2.82596588	-0.08090973	0.00000000
16.86096573	211034.65625000	5.68837786	2.77122498	-0.07160187	0.00000000
16.86096573	210839.32812500	5.68915987	2.71766663	-0.07144928	0.00000000
16.86096573	210644.01562500	5.68994141	2.66643524	-0.07278442	0.00000000
16.86096573	210448.70312500	5.69072342	2.61837006	-0.07617950	0.00000000
16.86096573	210253.39062500	5.69150543	2.57499695	-0.08998871	0.00000000
16.86096573	210058.07812500	5.69228697	2.53566742	-0.10139465	0.00000000
16.86096573	209862.76562500	5.69306898	2.50045776	-0.08274078	0.00000000
16.86096573	209667.45312500	5.69385052	2.47276306	-0.07930756	0.00000000
16.86096573	209472.12500000	5.69463253	2.44979858	-0.07720947	0.00000000
16.86096573	209276.81250000	5.69541407	2.43278503	-0.08129120	0.00000000
16.86096573	209081.50000000	5.69619608	2.42183685	-0.07785797	0.00000000
16.86096573	208886.18750000	5.69697762	2.41626740	-0.07652283	0.00000000
16.86096573	208690.87500000	5.69775963	2.41764069	-0.07228851	0.00000000
16.86096573	208495.56250000	5.69854116	2.42397308	-0.08346558	0.00000000
16.86096573	208300.25000000	5.69932318	2.43648529	-0.08022308	0.00000000
16.86096573	208104.93750000	5.70010471	2.45555878	-0.07659912	0.00000000
16.86096573	207909.60937500	5.70088673	2.48256683	-0.07362366	0.00000000
16.86096573	207714.29687500	5.70166826	2.51029968	-0.09010315	0.00000000
16.86096573	207518.98437500	5.70245028	2.54814148	-0.09239197	0.00000000
16.86096573	207323.67187500	5.70323229	2.58735657	-0.07976532	0.00000000
16.86096573	207128.35937500	5.70401382	2.62958527	-0.07362366	0.00000000
16.86096573	206933.04687500	5.70479584	2.68001556	-0.07358551	0.00000000
16.86096573	206737.73437500	5.70557737	2.73002625	-0.07534027	0.00000000
16.86096573	206542.42187500	5.70635939	2.78331757	-0.07331848	0.00000000
16.86096573	206347.09375000	5.70714092	2.83729553	-0.07865906	0.00000000
16.86096573	206151.78125000	5.70792294	2.89218903	-0.07846832	0.00000000
16.86096573	205956.46875000	5.70870447	2.94849396	-0.07045746	0.00000000
16.86096573	205761.15625000	5.70948648	3.00296783	-0.07183075	0.00000000
16.86096573	205565.84375000	5.71026802	3.05782318	-0.07324219	0.00000000
16.86096573	205370.53125000	5.71105003	3.11080933	-0.07431030	0.00000000
16.86096573	205175.21875000	5.71183157	3.16135406	-0.08411407	0.00000000
16.86096573	204979.90625000	5.71261358	3.21147919	-0.08922577	0.00000000
16.86096573	204784.57812500	5.71339560	3.25786591	-0.07366180	0.00000000
16.86096573	204589.26562500	5.71417713	3.30116272	-0.07652283	0.00000000
16.86096573	204393.95312500	5.71495914	3.34117889	-0.07717133	0.00000000
16.86096573	204198.64062500	5.71574068	3.37593079	-0.07892609	0.00000000
16.86096573	204003.32812500	5.71652269	3.40915680	-0.07110596	0.00000000
16.86096573	203808.01562500	5.71730423	3.43635559	-0.06793976	0.00000000
16.86096573	203612.70312500	5.71808624	3.45977783	-0.06999969	0.00000000
16.86096573	203417.39062500	5.71886778	3.47877502	-0.07621765	0.00000000
16.86096573	203222.06250000	5.71964979	3.49269867	-0.07450104	0.00000000
16.86096573	203026.75000000	5.72043133	3.50345612	-0.07141113	0.00000000
16.86096573	202831.43750000	5.72121334	3.50799561	-0.07110596	0.00000000
16.86096573	202636.12500000	5.72199488	3.51123810	-0.08239746	0.00000000
16.86096573	202440.81250000	5.72277689	3.50883484	-0.08197784	0.00000000
16.86096573	202245.50000000	5.72355843	3.49933624	-0.06935120	0.00000000
16.86096573	202050.18750000	5.72434044	3.48731995	-0.06755829	0.00000000
16.86096573	201854.87500000	5.72512245	3.47255707	-0.07366180	0.00000000
16.86096573	201659.54687500	5.72590399	3.45241547	-0.07160187	0.00000000
16.86096573	201464.23437500	5.72668600	3.42758179	-0.07385254	0.00000000
16.86096573	201268.92187500	5.72746754	3.39916229	-0.07488251	0.00000000
16.86096573	201073.60937500	5.72824955	3.36643219	-0.06980896	0.00000000
16.86096573	200878.29687500	5.72903109	3.32954407	-0.06832123	0.00000000
16.86096573	200682.98437500	5.72981310	3.28926086	-0.07129669	0.00000000
16.86096573	200487.67187500	5.73059464	3.24470520	-0.07431030	0.00000000
16.86096573	200292.35937500	5.73137665	3.19881439	-0.07682800	0.00000000
16.86096573	200097.03125000	5.73215818	3.14941406	-0.08640289	0.00000000
98.03662872	200005.48437500	5.76790047	3.07071686	-0.07499695	0.00000000
293.35156250	200005.48437500	5.76868200	3.12263489	-0.06656647	0.00000000
488.66015625	200005.48437500	5.76946402	3.17325592	-0.06679535	0.00000000
683.97265625	200005.48437500	5.77024555	3.21941376	-0.08342743	0.00000000
879.29290771	200005.48437500	5.77102757	3.26675415	-0.08842468	0.00000000
1074.59765625	200005.48437500	5.77180910	3.30612183	-0.07308960	0.00000000
1269.91406250	200005.48437500	5.77259111	3.34651947	-0.06847382	0.00000000
1465.22656250	200005.48437500	5.77337313	3.38069916	-0.06752014	0.00000000
1660.53906250	200005.48437500	5.77415466	3.41068268	-0.06851196	0.00000000
1855.84765625	200005.48437500	5.77493668	3.43692780	-0.06961823	0.00000000
2051.16406250	200005.48437500	5.77571821	3.45920563	-0.07778168	0.00000000
2246.47265625	200005.48437500	5.77650023	3.47686768	-0.07526398	0.00000000
2441.78906250	200005.48437500	5.77728176	3.49063873	-0.07385254	0.00000000
2637.10180664	200005.48437500	5.77806377	3.49960327	-0.07217407	0.00000000
2832.41406250	200005.48437500	5.77884531	3.50467682	-0.07045746	0.00000000
3027.72265625	200005.48437500	5.77962732	3.50559235	-0.07205963	0.00000000
3223.03930664	200005.48437500	5.78040886	3.50208282	-0.08293152	0.00000000
3418.35180664	200005.48437500	5.78119087	3.49262238	-0.08335114	0.00000000
3613.66040039	200005.48437500	5.78197241	3.48148346	-0.07667542	0.00000000
3808.97290039	200005.48437500	5.78275442	3.46565247	-0.08110046	0.00000000
4004.29296875	200005.48437500	5.78353596	3.44455719	-0.08056641	0.00000000
4199.59814453	200005.48437500	5.78431797	3.41911316	-0.07308960	0.00000000
4394.91406250	200005.48437500	5.78509998	3.38981628	-0.06862640	0.00000000
4590.22656250	200005.48437500	5.78588152	3.35700989	-0.06458282	0.00000000
4785.53906250	200005.48437500	5.78666353	3.31871033	-0.07553101	0.00000000
4980.84814453	200005.48437500	5.78744507	3.27674866	-0.07736206	0.00000000
5176.16406250	200005.48437500	5.78822708	3.23356628	-0.07492065	0.00000000
5371.47314453	200005.48437500	5.78900862	3.18664551	-0.07148743	0.00000000
5566.78906250	200005.48437500	5.78979063	3.13995361	-0.07347107	0.00000000
5762.10156250	200005.48437500	5.79057217	3.08525085	-0.08731842	0.00000000
5957.41406250	200005.48437500	5.79135418	3.03401947	-0.07762909	0.00000000
6152.72314453	200005.48437500	5.79213572	2.97946930	-0.07022858	0.00000000
6348.03906250	200005.48437500	5.79291773	2.92205811	-0.07156372	0.00000000
6543.35156250	200005.48437500	5.79369926	2.86788940	-0.07602692	0.00000000
6738.66064453	200005.48437500	5.79448128	2.81314850	-0.07698059	0.00000000
6933.97216797	200005.48437500	5.79526329	2.76092529	-0.07640839	0.00000000
7129.29296875	200005.48437500	5.79604483	2.70908356	-0.07732391	0.00000000
7324.59716797	200005.48437500	5.79682684	2.66006470	-0.06908417	0.00000000
7519.91406250	200005.48437500	5.79760838	2.61589050	-0.07316589	0.00000000
7715.22656250	200005.48437500	5.79839039	2.57408142	-0.07732391	0.00000000
7910.53906250	200005.48437500	5.79917192	2.53707886	-0.08083344	0.00000000
8105.84814453	200005.48437500	5.79995394	2.50518799	-0.08972168	0.00000000
8301.16406250	200005.48437500	5.80073547	2.47955322	-0.09349823	0.00000000
8496.47265625	200005.48437500	5.80151749	2.45838165	-0.07907867	0.00000000
8691.78906250	200005.48437500	5.80229902	2.44304657	-0.07862091	0.00000000
8887.10156250	200005.48437500	5.80308104	2.43453979	-0.08159637	0.00000000
9082.41406250	200005.48437500	5.80386257	2.43164062	-0.08491516	0.00000000
9277.72265625	200005.48437500	5.80464458	2.43309021	-0.08064270	0.00000000
9473.03906250	200005.48437500	5.80542612	2.44239807	-0.07678986	0.00000000
9668.35156250	200005.48437500	5.80620813	2.45590210	-0.07328033	0.00000000
9863.66015625	200005.48437500	5.80699015	2.47650146	-0.07816315	0.00000000
10058.97265625	200005.48437500	5.80777168	2.50148773	-0.07560730	0.00000000
10254.29296875	200005.48437500	5.80855370	2.53204346	-0.07404327	0.00000000
10449.59765625	200005.48437500	5.80933523	2.56820679	-0.07373810	0.00000000
10644.91406250	200005.48437500	5.81011724	2.60856628	-0.08663177	0.00000000
10840.22656250	200005.48437500	5.81089878	2.65125275	-0.09601593	0.00000000
11035.53906250	200005.48437500	5.81168079	2.69874573	-0.07469177	0.00000000
11230.84765625	200005.48437500	5.81246233	2.75081635	-0.06721497	0.00000000
11426.16406250	200005.48437500	5.81324434	2.80414581	-0.07019043	0.00000000
11621.47265625	200005.48437500	5.81402588	2.85667419	-0.07209778	0.00000000
11816.78906250	200005.48437500	5.81480789	2.91187286	-0.07926941	0.00000000
12012.10156250	200005.48437500	5.81558943	2.96596527	-0.08014679	0.00000000
12207.41406250	200005.48437500	5.81637144	3.02097321	-0.07736206	0.00000000
12402.72265625	200005.48437500	5.81715298	3.07308197	-0.07041931	0.00000000
12598.03906250	200005.48437500	5.81793499	3.12515259	-0.06904602	0.00000000
12793.35058594	200005.48437500	5.81871700	3.17501068	-0.07091522	0.00000000
12988.66015625	200005.48437500	5.81949854	3.22257996	-0.07553101	0.00000000
13183.97265625	200005.48437500	5.82028055	3.26660156	-0.11058807	0.00000000
13379.29199219	200005.48437500	5.82106209	3.30783844	-0.08934021	0.00000000
13574.59765625	200005.48437500	5.82184410	3.34640503	-0.07678986	0.00000000
13769.91308594	200005.48437500	5.82262564	3.37982178	-0.07701874	0.00000000
13965.22558594	200005.48437500	5.82340765	3.40991974	-0.07602692	0.00000000
14160.53808594	200005.48437500	5.82418919	3.43673706	-0.07156372	0.00000000
14355.84765625	200005.48437500	5.82497120	3.45722198	-0.06992340	0.00000000
14551.16406250	200005.48437500	5.82575274	3.47339630	-0.07049561	0.00000000
14746.47265625	200005.48437500	5.82653475	3.48709106	-0.07427216	0.00000000
14941.78906250	200005.48437500	5.82731628	3.49514008	-0.07598877	0.00000000
15137.10058594	200005.48437500	5.82809830	3.49941254	-0.07122040	0.00000000
15332.41308594	200005.48437500	5.82887983	3.49933624	-0.06557465	0.00000000
15527.72265625	200005.48437500	5.82966185	3.49418640	-0.06710052	0.00000000
15723.03906250	200005.48437500	5.83044386	3.48434448	-0.09101868	0.00000000
15918.35058594	200005.48437500	5.83122540	3.47190857	-0.08121490	0.00000000
16113.66015625	200005.48437500	5.83200741	3.45634460	-0.07068634	0.00000000
16308.97265625	200005.48437500	5.83278894	3.43647003	-0.06778717	0.00000000
16504.29296875	200005.48437500	5.83357096	3.41182709	-0.07244110	0.00000000
16699.59765625	200005.48437500	5.83435249	3.38253021	-0.06805420	0.00000000
16894.91210937	200005.48437500	5.83513451	3.34728241	-0.07198334	0.00000000
17090.22460937	200005.48437500	5.83591604	3.31069946	-0.07701874	0.00000000
17285.53710937	200005.48437500	5.83669806	3.27041626	-0.07198334	0.00000000
17480.84765625	200005.48437500	5.83747959	3.22681427	-0.07396698	0.00000000
17676.16406250	200005.48437500	5.83826160	3.18061829	-0.07503510	0.00000000
17871.47265625	200005.48437500	5.83904314	3.13117981	-0.07549286	0.00000000
18066.78906250	200005.48437500	5.83982515	3.08185577	-0.07892609	0.00000000
18262.09960937	200005.48437500	5.84060669	3.02894592	-0.09311676	0.00000000
18457.41210937	200005.48437500	5.84138870	2.97588348	-0.08056641	0.00000000
18652.72265625	200005.48437500	5.84217072	2.92201996	-0.08029938	0.00000000
18848.03906250	200005.48437500	5.84295225	2.86781311	-0.08300781	0.00000000
19043.34960937	200005.48437500	5.84373426	2.81406403	-0.08117676	0.00000000
19238.66015625	200005.48437500	5.84451580	2.76176453	-0.07736206	0.00000000
19433.97265625	200005.48437500	5.84529781	2.71156311	-0.07083893	0.00000000
19629.29296875	200005.48437500	5.84607935	2.66300201	-0.06767273	0.00000000
19824.59765625	200005.48437500	5.84686136	2.61779785	-0.07843018	0.00000000
20019.91210937	200005.48437500	5.84764290	2.57698059	-0.07854462	0.00000000
20215.22460937	200005.48437500	5.84842491	2.54116058	-0.07781982	0.00000000
20410.53710937	200005.48437500	5.84920645	2.50823975	-0.07453918	0.00000000
20605.84765625	200005.48437500	5.84998846	2.48218536	-0.08033752	0.00000000
20801.16406250	200005.48437500	5.85077000	2.46028900	-0.09056091	0.00000000
20996.47265625	200005.48437500	5.85155201	2.44831085	-0.08487701	0.00000000
21191.78906250	200005.48437500	5.85233402	2.43591309	-0.06980896	0.00000000
21387.09960937	200005.48437500	5.85311556	2.43522644	-0.07530212	0.00000000
21582.41210937	200005.48437500	5.85389757	2.43747711	-0.07774353	0.00000000
21777.72265625	200005.48437500	5.85467911	2.44625092	-0.08075714	0.00000000
21973.03906250	200005.48437500	5.85546112	2.46162415	-0.08052826	0.00000000
22168.34960937	200005.48437500	5.85624266	2.48157501	-0.07926941	0.00000000
22363.66015625	200005.48437500	5.85702467	2.50915527	-0.07114410	0.00000000
22558.97265625	200005.48437500	5.85780621	2.54062653	-0.07244110	0.00000000
22754.29296875	200005.48437500	5.85858822	2.57659912	-0.07781982	0.00000000
22949.59765625	200005.48437500	5.85936975	2.61817932	-0.08209229	0.00000000
23144.91210937	200005.48437500	5.86015177	2.66315460	-0.09220123	0.00000000
23340.22460937	200005.48437500	5.86093330	2.70999908	-0.09048462	0.00000000
23535.53710937	200005.48437500	5.86171532	2.76100159	-0.07698059	0.00000000
23730.84765625	200005.48437500	5.86249685	2.81322479	-0.07740021	0.00000000
23926.16406250	200005.48437500	5.86327887	2.86666870	-0.08018494	0.00000000
24121.47265625	200005.48437500	5.86406088	2.91996002	-0.07778168	0.00000000
24316.78906250	200005.48437500	5.86484241	2.97302246	-0.07797241	0.00000000
24512.09960937	200005.48437500	5.86562443	3.02654266	-0.07244110	0.00000000
24707.41210937	200005.48437500	5.86640596	3.07853699	-0.07328033	0.00000000
24902.72265625	200005.48437500	5.86718798	3.12812805	-0.07522583	0.00000000
25098.04101562	200005.48437500	5.86796951	3.17684174	-0.06996155	0.00000000
25293.34960937	200005.48437500	5.86875153	3.22277069	-0.06767273	0.00000000
25488.66015625	200005.48437500	5.86953306	3.26629639	-0.07034302	0.00000000
25683.97265625	200005.48437500	5.87031507	3.30387115	-0.08659363	0.00000000
25879.29296875	200005.48437500	5.87109661	3.34041595	-0.09220123	0.00000000
26074.59765625	200005.48437500	5.87187862	3.37688446	-0.07068634	0.00000000
26269.91210937	200005.48437500	5.87266016	3.40503693	-0.06443024	0.00000000
26465.22460937	200005.48437500	5.87344217	3.43173981	-0.06622314	0.00000000
26660.53710937	200005.48437500	5.87422371	3.45298767	-0.06881714	0.00000000
26855.84765625	200005.48437500	5.87500572	3.46862793	-0.07247925	0.00000000
27051.16210937	200005.48437500	5.87578773	3.48155975	-0.07915497	0.00000000
27246.47265625	200005.48437500	5.87656927	3.49048615	-0.07423401	0.00000000
27441.78710937	200005.48437500	5.87735128	3.49445343	-0.07068634	0.00000000
27637.09960937	200005.48437500	5.87813282	3.49433899	-0.07030487	0.00000000
27832.41210937	200005.48437500	5.87891483	3.49025726	-0.07110596	0.00000000
28027.72265625	200005.48437500	5.87969637	3.48133087	-0.07408142	0.00000000
28223.04101562	200005.48437500	5.88047838	3.46759796	-0.09025574	0.00000000
28418.34960937	200005.48437500	5.88125992	3.45161438	-0.08514404	0.00000000
28613.66015625	200005.48437500	5.88204193	3.43101501	-0.07705688	0.00000000
28808.97265625	200005.48437500	5.88282347	3.40530396	-0.07843018	0.00000000
29004.29296875	200005.48437500	5.88360548	3.37623596	-0.07545471	0.00000000
29199.59765625	200005.48437500	5.88438702	3.34178925	-0.07369995	0.00000000
29394.91210937	200005.48437500	5.88516903	3.30451965	-0.06771088	0.00000000
29590.22460937	200005.48437500	5.88595057	3.26416016	-0.06576538	0.00000000
29785.53710937	200005.48437500	5.88673258	3.22147369	-0.07728577	0.00000000
29980.84765625	200005.48437500	5.88751459	3.17371368	-0.07785797	0.00000000
30176.16210937	200005.48437500	5.88829613	3.12568665	-0.07366180	0.00000000
30371.47265625	200005.48437500	5.88907814	3.07525635	-0.06912231	0.00000000
30566.78710937	200005.48437500	5.88985968	3.02204132	-0.07259369	0.00000000
30762.09960937	200005.48437500	5.89064169	2.97042847	-0.08438110	0.00000000
30957.41210937	200005.48437500	5.89142323	2.91503906	-0.08094788	0.00000000
31152.72265625	200005.48437500	5.89220524	2.86254883	-0.07179260	0.00000000
31348.04101562	200005.48437500	5.89298677	2.81051636	-0.07434845	0.00000000
31543.34960937	200005.48437500	5.89376879	2.75726318	-0.07720947	0.00000000
31738.66015625	200005.48437500	5.89455032	2.70942688	-0.07591248	0.00000000
31933.97265625	200005.48437500	5.89533234	2.66273499	-0.07839203	0.00000000
32129.29296875	200005.48437500	5.89611387	2.61882782	-0.07934570	0.00000000
32324.59765625	200005.48437500	5.89689589	2.57949829	-0.07335663	0.00000000
32519.91210937	200005.48437500	5.89767790	2.54367828	-0.07648468	0.00000000
32715.22460937	200005.48437500	5.89845943	2.51323700	-0.07968903	0.00000000
32910.53906250	200005.48437500	5.89924145	2.48847961	-0.08132935	0.00000000
33105.84765625	200005.48437500	5.90002298	2.46887207	-0.08804321	0.00000000
33301.16406250	200005.48437500	5.90080500	2.45407104	-0.09952545	0.00000000
33496.47265625	200005.48437500	5.90158653	2.44716644	-0.07873535	0.00000000
33691.78906250	200005.48437500	5.90236855	2.44457245	-0.08071899	0.00000000
33887.10156250	200005.48437500	5.90315008	2.44728088	-0.08251190	0.00000000
34082.41406250	200005.48437500	5.90393209	2.45853424	-0.08289337	0.00000000
34277.72265625	200005.48437500	5.90471363	2.47230530	-0.07930756	0.00000000
34473.03906250	200005.48437500	5.90549564	2.49225616	-0.07301331	0.00000000
34668.35156250	200005.48437500	5.90627718	2.51811981	-0.07080078	0.00000000
34863.66015625	200005.48437500	5.90705919	2.54940033	-0.07720947	0.00000000
35058.97265625	200005.48437500	5.90784073	2.58502960	-0.07522583	0.00000000
35254.29296875	200005.48437500	5.90862274	2.62405396	-0.07389069	0.00000000
35449.59765625	200005.48437500	5.90940475	2.66796112	-0.07438660	0.00000000
35644.91406250	200005.48437500	5.91018629	2.71438599	-0.09620667	0.00000000
35840.22656250	200005.48437500	5.91096830	2.76721954	-0.08720398	0.00000000
36035.53906250	200005.48437500	5.91174984	2.81440735	-0.07129669	0.00000000
36230.84765625	200005.48437500	5.91253185	2.87239075	-0.06706238	0.00000000
36426.16406250	200005.48437500	5.91331339	2.92476654	-0.07137299	0.00000000
36621.47265625	200005.48437500	5.91409540	2.97611237	-0.07434845	0.00000000
36816.78906250	200005.48437500	5.91487694	3.03039551	-0.07694244	0.00000000
37012.10156250	200005.48437500	5.91565895	3.08097839	-0.08163452	0.00000000
37207.41406250	200005.48437500	5.91644049	3.13129425	-0.07595062	0.00000000
37402.72265625	200005.48437500	5.91722250	3.17871094	-0.06984711	0.00000000
37598.03906250	200005.48437500	5.91800404	3.22425842	-0.07118225	0.00000000
37793.35156250	200005.48437500	5.91878605	3.26694489	-0.07434845	0.00000000
37988.66015625	200005.48437500	5.91956758	3.30707550	-0.07713318	0.00000000
38183.97265625	200005.48437500	5.92034960	3.34396362	-0.10322571	0.00000000
38379.29296875	200005.48437500	5.92113161	3.37650299	-0.08769989	0.00000000
38574.59765625	200005.48437500	5.92191315	3.40530396	-0.07453918	0.00000000
38769.91406250	200005.48437500	5.92269516	3.43021393	-0.07526398	0.00000000
38965.22656250	200005.48437500	5.92347670	3.44909668	-0.07480621	0.00000000
39160.53906250	200005.48437500	5.92425871	3.46607208	-0.07575989	0.00000000
39355.84765625	200005.48437500	5.92504025	3.47846985	-0.07076263	0.00000000
39551.16406250	200005.48437500	5.92582226	3.48506927	-0.06942749	0.00000000
39746.47265625	200005.48437500	5.92660379	3.48850250	-0.07286072	0.00000000
39941.78906250	200005.48437500	5.92738581	3.48880768	-0.07343292	0.00000000
40137.10156250	200005.48437500	5.92816734	3.48278046	-0.06904602	0.00000000
40332.41406250	200005.48437500	5.92894936	3.47339630	-0.06576538	0.00000000
40527.72265625	200005.48437500	5.92973089	3.46122742	-0.06889343	0.00000000
40723.03906250	200005.48437500	5.93051291	3.44039917	-0.09658813	0.00000000
40918.35156250	200005.48437500	5.93129444	3.42548370	-0.08766174	0.00000000
41113.66015625	200005.48437500	5.93207645	3.39794159	-0.06996155	0.00000000
41308.97265625	200005.48437500	5.93285847	3.36574554	-0.06710052	0.00000000
41504.29296875	200005.48437500	5.93364000	3.33599091	-0.06862640	0.00000000
41699.59765625	200005.48437500	5.93442202	3.29742432	-0.07274628	0.00000000
41894.91406250	200005.48437500	5.93520355	3.25805664	-0.07377625	0.00000000
42090.22656250	200005.48437500	5.93598557	3.21464539	-0.08018494	0.00000000
42285.53906250	200005.48437500	5.93676710	3.16883087	-0.07362366	0.00000000
42480.84765625	200005.48437500	5.93754911	3.12076569	-0.07472992	0.00000000
42676.16406250	200005.48437500	5.93833065	3.07071686	-0.07514954	0.00000000
42871.47265625	200005.48437500	5.93911266	3.02024841	-0.07598877	0.00000000
43066.78906250	200005.48437500	5.93989420	2.96703339	-0.08060455	0.00000000
43262.10156250	200005.48437500	5.94067621	2.91465759	-0.09204865	0.00000000
43457.41406250	200005.48437500	5.94145775	2.86239624	-0.08480072	0.00000000
